task_id,seed,success,steps,final_progress,checkpoint_sha256,trajectory_sha256,metric_scores_read
plate_push,131507059,False,500,0.07259303331375122,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507060,False,500,0.006883041933178902,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507061,False,500,0.09911583364009857,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507062,False,500,0.17359454929828644,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507063,False,500,0.012452498078346252,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507064,False,500,0.005790355149656534,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507065,False,500,0.014644622802734375,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507066,False,500,0.004553761333227158,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507067,False,500,0.0391659140586853,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507068,False,500,0.015806807205080986,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507069,False,500,0.0050944495014846325,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507070,False,500,0.045279886573553085,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507071,False,500,0.008451518602669239,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507072,False,500,0.035296015441417694,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507073,False,500,0.304880291223526,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507074,False,500,0.0029662963934242725,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
plate_push,131507075,False,500,0.002473222091794014,b48a4fee2c32c1107c3da2120df0068f974288e7424718dadb8978bdc9120f88,,False
